contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
1341_1341_1333ND23FNB770220_0_1333ND18DNB630011_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,158450.0,2023-08-21,2024-08-20 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,STRATIVIA LLC,MARYLAND,MARYLAND,DELIVERY ORDER,OPERATIONALIZING THE NIST ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK (AI RMF) SUPPORT SERVICES,OPERATIONALIZING THE NIST ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK (AI RMF) SUPPORT SERVICES,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,t,f,f,PARTNERSHIP
1341_1341_1333ND21FNB770216_P23004_DOCSB134114CQ0010_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,4200000.0,2021-09-30,2024-09-29 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,THE MITRE CORPORATION,VIRGINIA,MARYLAND,DELIVERY ORDER,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
1330_-NONE-_1333MF22PNFFN0237_P23001_-NONE-_0,,118600.0,2022-09-20,2024-04-01 00:00:00,Department of Commerce,National Oceanic and Atmospheric Administration,25.2: Other services from non-Federal sources,MER CONSULTANTS LLC,FLORIDA,FLORIDA,PURCHASE ORDER,M2313 ADD IPP & BYTEDANCE CLAUSE EXTEND PERIOD TO 04/01/2024 OF RAPID SAMPLING MACHINE LEARNING FOR PORT SAMPLING CONTRACTOR SERVICES FOR SOUTH EAST FISHERIES SCIENCE CENTER,RAPID SAMPLING MACHINE LEARNING FOR PORT SAMPLING AND PUERTO RICO DNER RECREATIONAL FISHERY DATA COLLECTION,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770246_P23004_DOCSB134118CQ0004_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,122282.69,2021-12-01,2024-05-31 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,HII MISSION TECHNOLOGIES CORP,ALABAMA,MARYLAND,DELIVERY ORDER,NIST NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,NIST NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND22FNB770299_P23001_1333ND20ANB770016_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,50703.63,2022-10-01,2023-09-30 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,"MEDIA BARN, INC.",VIRGINIA,VIRGINIA,BPA CALL,EXPLORING THE VALIDITY OF TRUST IN AUTOMATION SCALES IN ARTIFICIAL INTELLIGENCE (AI)-BASED VIGNETTES,EXPLORING THE VALIDITY OF TRUST IN AUTOMATION SCALES IN ARTIFICIAL INTELLIGENCE (AI)-BASED VIGNETTES,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,GRAPHIC DESIGN SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1330_-NONE-_1305M323PNFFM0322_0_-NONE-_0,,85796.0,2023-06-08,2024-06-07 00:00:00,Department of Commerce,National Oceanic and Atmospheric Administration,25.2: Other services from non-Federal sources,CVISION AI INC,MASSACHUSETTS,MASSACHUSETTS,PURCHASE ORDER,"IMAGE COLLECTION, PROCESSING, AND MACHINE LEARNING TO SUPPORT NORTHEAST CLAM SURVEY PROGRAMS","IMAGE COLLECTION, PROCESSING, AND MACHINE LEARNING TO SUPPORT NORTHEAST CLAM SURVEY PROGRAMS",OTHER ENVIRONMENTAL SERVICES,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,5.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770216_P23003_DOCSB134114CQ0010_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,4200000.0,2021-09-30,2024-09-29 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,THE MITRE CORPORATION,VIRGINIA,MARYLAND,DELIVERY ORDER,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,NCCOE SECURE ARTIFICIAL INTELLIGENCE R&D SUPPORT SERVICES,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
1344_-NONE-_1333BJ23C00280006_0_-NONE-_0,,8588539.69,2023-05-01,2025-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,PATENT SEARCH ARTIFICIAL INTELLIGENCE MODELS AND LABOR.  THIS ACTION IS AWARDED PURSUANT TO THE USPTO EFFICIENCY ACT.,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,ENVIRONMENTALLY PREFERABLE,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,Y,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND22FNB670095_P23001_1333ND21DNB770020_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,119910.0,2022-03-28,2023-08-15 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,"CHAKRA CONSULTING, INC.",MARYLAND,MARYLAND,DELIVERY ORDER,TEST AND EVALUATION OF MACHINE-LEARNING TECHNIQUES TO IMPROVE DNS RESILIENCE SUPPORT,TEST AND EVALUATION OF MACHINE-LEARNING TECHNIQUES TO IMPROVE DNS RESILIENCE SUPPORT,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
1344_4732_1333BJ20F00280017_P23015_GS35F540GA_0,FEDERAL ACQUISITION SERVICE,44076744.63,2019-10-31,2023-07-31 00:00:00,Department of Commerce,U.S. Patent and Trademark Office,25.7: Operation and maintenance of equipment;31.0: Equipment,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA,VIRGINIA,DELIVERY ORDER,PATENT SEARCH ARTIFICIAL INTELLIGENCE (PSAI),IMPROVE PATENT SEARCH WITH ARTIFICIAL INTELLIGENCE CONTRACTOR SUPPORT FOR RFI PROTOTYPE POP&FPOP: 6 MONTHS FROM DOA. EPMS ID 102001,SUPPORT- PROFESSIONAL: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770246_P23003_DOCSB134118CQ0004_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,122282.69,2021-12-01,2023-05-31 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,HII MISSION TECHNOLOGIES CORP,ALABAMA,MARYLAND,DELIVERY ORDER,NIST NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,NIST NATIONAL ARTIFICIAL INTELLIGENCE ADVISORY COMMITTEE SUPPORT SERVICES,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND20FNB770217_P23004_DOCSB134118CQ0004_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,612429.39,2020-08-10,2022-09-30 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,HII MISSION TECHNOLOGIES CORP,ALABAMA,MARYLAND,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE WORKSHOPS,ARTIFICIAL INTELLIGENCE WORKSHOPS,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
1341_1341_1333ND21FNB770254_P23003_DOCSB134118CQ0004_0,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,829131.3,2021-07-15,2023-01-15 00:00:00,Department of Commerce,National Institute of Standards and Technology,25.2: Other services from non-Federal sources,HII MISSION TECHNOLOGIES CORP,ALABAMA,MARYLAND,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK SUPPORT SERVICES,ARTIFICIAL INTELLIGENCE RISK MANAGEMENT FRAMEWORK SUPPORT SERVICES,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
