contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_-NONE-_FA864924P0092_0_-NONE-_0,,107514.0,2023-12-07,2024-03-15 00:00:00,Department of Defense,Department of the Air Force,,"OCTANT DATA, LLC",NEW YORK,NEW YORK,PURCHASE ORDER,AUTOMATED METHODS FOR DETECTING INAUTHENTIC ARTIFICIAL INTELLIGENCE-DRIVEN ACCOUNTS,AUTOMATED METHODS FOR DETECTING INAUTHENTIC ARTIFICIAL INTELLIGENCE-DRIVEN ACCOUNTS,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,418.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA873023CB027_P00001_-NONE-_0,,2004599.0,2023-09-25,2027-09-24 00:00:00,Department of Defense,Department of the Air Force,,NEXTGEN FEDERAL SYSTEMS LLC,WEST VIRGINIA,WEST VIRGINIA,DEFINITIVE CONTRACT,MACHINE WEATHER LEARNING PLATFORM (WXMLP OPS),WEATHER MACHINE LEARNING PLATFORM OPERATIONS (WXMLP OPS),GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA865020C1148_P00007_-NONE-_0,,1243238.0,2020-09-29,2025-12-31 00:00:00,Department of Defense,Department of the Air Force,,UNIVERSITY OF ARKANSAS,ARKANSAS,ARKANSAS,DEFINITIVE CONTRACT,UNIVERSITY OF ARKANSAS - A NOVEL MACHINE LEARNING APPROACH FOR MULTIMODAL SENSING AND MULTILEVEL FUSION DATA ANALYTICS,MACHINE LEARNING FOR MULTIMODAL SENSING AND MULTILEVEL FUSION DATA ANALYTICS,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
9700_-NONE-_FA875020C1538_P00007_-NONE-_0,,5856897.0,2020-09-30,2024-11-30 00:00:00,Department of Defense,Washington Headquarters Services,25.5: Research and development contracts,PARSONS GOVERNMENT SERVICES INC.,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,COLLABORATIVE ARTIFICIAL INTELLIGENCE (AI) FOR ACCELERATED ENEMY COURSE OF ACTION (ECOA) ASSESSMENT,COLLABORATIVE ARTIFICAL INTELLIGENCE (AI)  FOR ACCELERATED ENEMY COURSE OF ACTION (ECOA) ASSESSMENT,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_4732_FA830720F0062_P00020_GS00Q14OADU706_0,FEDERAL ACQUISITION SERVICE,63330263.0,2020-06-22,2026-09-26 00:00:00,Department of Defense,Department of the Air Force,25.1: Advisory and assistance services;25.5: Research and development contracts;25.7: Operation and maintenance of equipment,COLSA CORP,ALABAMA,ALABAMA,DELIVERY ORDER,BOUNTY HUNTER ADDITIONAL MACHINE LEARNING DEVELOPMENT,BOUNTY HUNTER 2.0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,t,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864923P0435_P00001_-NONE-_0,,1249971.0,2023-02-02,2025-02-12 00:00:00,Department of Defense,Department of the Air Force,,SPACE MICRO INC,CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"HIGH PERFORMANCE, ARTIFICIAL INTELLIGENCE-ENABLED, RADIATION HARD, SPACE COMPUTING PLATFORM FOR TRUSTED AUTONOMY","HIGH PERFORMANCE, ARTIFICIAL INTELLIGENCE-ENABLED, RADIATION HARD, SPACE COMPUTING PLATFORM FOR TRUSTED AUTONOMY",NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,728.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864923P1148_P00001_-NONE-_0,,1249589.0,2023-07-21,2025-04-21 00:00:00,Department of Defense,Department of the Air Force,,"PENDULUM SYSTEMS, INC.",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,PURCHASE ORDER,"ASSURED-POSITION, NAVIGATION, AND TIMING (A-PNT)/ GEO-LOCATION IN GLOBAL POSITIONING SYSTEM (GPS)-DENIED ENVIRONMENTS USING MACHINE LEARNING ON WEARABLES","ASSURED-POSITION, NAVIGATION, AND TIMING (A-PNT)/ GEO-LOCATION IN GLOBAL POSITIONING SYSTEM (GPS)-DENIED ENVIRONMENTS USING MACHINE LEARNING ON WEARABLES",NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,207.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_FA701420F0266_P00014_FA701420A0020_0,DEPT OF DEFENSE,6842376.2,2020-09-29,2023-09-30 12:09:00,Department of Defense,Defense Information Systems Agency,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources;25.7: Operation and maintenance of equipment,REDHORSE CORPORATION,VIRGINIA,DISTRICT OF COLUMBIA,BPA CALL,FA701420F0266 PROVIDES SUPPORT TO PERFORM HIGHLY TECHNICAL DATA AND PROGRAMMATIC LIAISON SUPPORT FOR THE CHIEF DIGITAL AND ARTIFICIAL INTELLIGENCE OFFICE. MOD P00014 CHANGES PAT OFFICE DODAAC FROM HQ0831 TO HQ0338 AND UPDATES THE WAWF CLAUSE.,PKS-TERRY-ELMORE-CALL ORDER FOR JAIC SUPPORT BPA.,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,3.0,N,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,t,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875022C0075_P00002_-NONE-_0,,999979.0,2021-12-20,2024-06-20 00:00:00,Department of Defense,Department of the Air Force,,OBJECTSECURITY LLC,CALIFORNIA,CALIFORNIA,DEFINITIVE CONTRACT,ARTIFICIAL INTELLIGENCE/MACHINE LEARNING TRUST ANALYSIS (AITRUST),ARTIFICIAL INTELLIGENCE/MACHINE LEARNING TRUST ANALYSIS (AITRUST),NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,29.0,N,NO,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W5170124C0012_0_-NONE-_0,,1000000.0,2023-11-27,2026-11-26 00:00:00,Department of Defense,Department of the Army,,SKY PARK LABS LLC,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,"873AUTHORITY. SBIR PHASE II SEQUENTIAL AWARD TO SKY PARK LABS LLC, FOR THE RESEARCH OF ADVANCED MACHINE LEARNING FOR MUNITION INSPECTIONS FOR ARMY COMBAT CAPABILITIES DEVELOPMENT COMMAND (DEVCOM) ARMAMENTS CENTER.","873AUTHORITY. SBIR PHASE II SEQUENTIAL AWARD TO SKY PARK LABS LLC, FOR THE RESEARCH OF ADVANCED MACHINE LEARNING FOR MUNITION INSPECTIONS FOR ARMY COMBAT CAPABILITIES DEVELOPMENT COMMAND (DEVCOM) ARMAMENTS CENTER.",NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NO,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864923P1265_P00001_-NONE-_0,,1249867.0,2023-09-18,2025-06-18 00:00:00,Department of Defense,Department of the Air Force,,"UNANIMOUS A.I., INC.",VIRGINIA,VIRGINIA,PURCHASE ORDER,USING COLLABORATIVE ARTIFICIAL INTELLIGENCE TO OPTIMIZE MILITARY TEAM. TEAM INSIGHT,USING COLLABORATIVE ARTIFICIAL INTELLIGENCE TO OPTIMIZE MILITARY TEAM. TEAM INSIGHT,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,68.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA239423CB023_P00001_-NONE-_0,,1249997.0,2023-09-08,2025-11-17 00:00:00,Department of Defense,Department of the Air Force,,"TEXAS RESEARCH INSTITUTE , AUSTIN, INC.",TEXAS,TEXAS,DEFINITIVE CONTRACT,MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE FOR ASSISTED DATA ANALYSIS OF IN-FIELD DATA FROM COMPLEX COMPOSITE STRUCTURES,MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE FOR ASSISTED DATA ANALYSIS OF IN-FIELD DATA FROM COMPLEX COMPOSITE STRUCTURES,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,65.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_FA865022F6411_P00009_FA865020D6203_0,DEPT OF DEFENSE,9431858.0,2022-07-30,2025-10-30 00:00:00,Department of Defense,Department of the Air Force,,BALL AEROSPACE & TECHNOLOGIES CORP.,COLORADO,COLORADO,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE ENHANCE WORKFLOWS AND PROCESSES,COGNITIVE AND PHYSICAL PERFORMANCE IN OPERATIONAL ENVIRONMENTS,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_FA865022F6402_P00013_FA865022D6401_0,DEPT OF DEFENSE,12765362.0,2022-05-26,2025-06-13 00:00:00,Department of Defense,Department of the Air Force,25.1: Advisory and assistance services,PARALLAX ADVANCED RESEARCH CORP,OHIO,VIRGINIA,DELIVERY ORDER,FRAMEWORK ARTIFICIAL INTELLIGENCE TRUST - INC FUNDING,MULTI-SOURCE ANALYTICS,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
9700_-NONE-_W911QX22C0029_P00008_-NONE-_0,,27674700.02,2022-08-26,2024-09-30 00:00:00,Department of Defense,Department of the Army,25.1: Advisory and assistance services,"MORSECORP, INC",MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,MODIFICATION TO EXERCISE OPTION CLIN(S) 0010 & 0011 FOR ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) PROGRESS.,ADVANCED TEST AND EVALUATION (T&E) FOR THE EXPONENTIAL PACE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) PROGRESS.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875021C1508_P00014_-NONE-_0,,11928615.0,2021-05-07,2024-10-31 00:00:00,Department of Defense,Department of the Air Force,25.2: Other services from non-Federal sources;25.5: Research and development contracts,"ASSURED INFORMATION SECURITY, INC.",NEW YORK,NEW YORK,DEFINITIVE CONTRACT,"HYBRID, ARTIFICIAL INTELLIGENCE MISSION ENVIRONMENT FOR RAPID INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE (ISR) TRAIN",SIGNALS INTELLIGENCE (SIGINT) TACTICAL ANALYSIS AND REPORTING GATEWAY (STARGATE) AUTOMATION,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA865023C7318_P00002_-NONE-_0,,6643991.0,2023-04-13,2025-06-13 00:00:00,Department of Defense,Defense Advanced Research Projects Agency,25.5: Research and development contracts,"CACI, INC. - FEDERAL",VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,FRAMEWORK ARTIFICIAL INTELLIGENCE TRUST - INC FUNDING,FRAMEWORK FOR ARTIFICIAL INTELLIGENCE TRUSTWORTHINESS IN HUMAN-MACHINE DELEGATION (FAITH-MD),NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,23.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W912CG21C0016_P00006_-NONE-_0,,772233.0,2021-09-17,2024-11-14 00:00:00,Department of Defense,Department of the Army,25.5: Research and development contracts,MICHIGAN TECHNOLOGICAL UNIVERSITY,MICHIGAN,MICHIGAN,DEFINITIVE CONTRACT,OPPOSING FORCE HIERARCHICAL ARTIFICIAL INTELLIGENCE FOR FIELD EXERCISES AND TRAINING,"BAA TITLED, OPFOR HIERARCHICAL AI FOR FIELD EXERCISES AND TRAINING. EFFORT WILL BE USED TO INFORM AND PROVIDE NEW MODELS AND METHODS FOR AI SOFTWARE DEVELOPMENT FOR SYNTHETIC TRAINING ENVIRONMENTS",GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
9700_-NONE-_W911QX21C0017_P00003_-NONE-_0,,1097778.42,2021-04-15,2024-03-14 00:00:00,Department of Defense,Department of the Army,,POLARIS SENSOR TECHNOLOGIES INC,ALABAMA,ALABAMA,DEFINITIVE CONTRACT,"NO COST EXTENSION MODIFICATION FOR SBIR PHASE II TOPIC #A19-116 ""DUALWAVE MID-WAVE INFARED/LONGWAVE INFARED (MWIR/LWIR) IMAGINING POLARIMETER (DIPOLE) ARTIFICIAL INTELLIGENCE","SBIR PHASE II TOPIC #A19-116 ""DUALWAVE MID-WAVE INFRARED/LONG-WAVE INFRARED (MWIR/LWIR) IMAGINING POLARIMETER (DIPOLE) ARTIFICAL INTELLIGENCE (AI""",GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_W911QX20C0023_P00028_-NONE-_0,,107954923.35,2020-04-23,2024-02-01 00:00:00,Department of Defense,Immediate Office of the Secretary of Defense,25.1: Advisory and assistance services;25.3: Other goods and services from Federal sources;25.5: Research and development contracts,"ECS FEDERAL, LLC",VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,INCREMENTAL FUNDING MODIFICATION FOR BAA RESEARCH AND DEVELOPMENT EFFORT TO DESIGN AND DEVELOP PROTOTYPES TO ARTIFICIAL INTELLIGENCE/MACHINE LEARNING ALGORITHMA.,RESEARCH AND DEVELOPMENT EFFORT TO DESIGN AND DEVELOP PROTOTYPES TO ARTIFICIAL INTELLIGENCE/MACHINE LEARNING ALGORITHMS.,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA875021C1509_P00008_-NONE-_0,,4998017.0,2021-04-20,2024-04-20 00:00:00,Department of Defense,Department of the Air Force,25.5: Research and development contracts,GEORGIA TECH APPLIED RESEARCH CORP,GEORGIA,GEORGIA,DEFINITIVE CONTRACT,ARTIFICIAL INTELLIGENCE/MACHINE LEARNING-ENABLED AUTONOMOUS,ARTIFICIAL INTELLIGENCE/MACHINE LEARNING-ENABLED AUTONOMOUS,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
