contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
7001_7001_70RDAD23FR0000022_P00001_HSHQDC12D00014_0,OFFICE OF PROCUREMENT OPERATIONS,236232.32,2023-03-31,2024-12-30 00:00:00,Department of Homeland Security,Office of the Chief Security Officer,25.1: Advisory and assistance services,"ANACAPA MICRO PRODUCTS, INC.",CALIFORNIA,CALIFORNIA,DELIVERY ORDER,EXERCISE OP1 FOR EXIGER DUE-DILIGENCE ARTIFICIAL INTELLIGENCE WEB-BASED ANALYTIC TOOL SUBSCRIPTION (OPTION EXERCISE),EXIGER DUE-DILIGENCE ARTIFICIAL INTELLIGENCE WEB-BASED ANALYTIC TOOL SUBSCRIPTION,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,3.0,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7008_7008_70Z02323FCGRC0003_P00001_70Z02323ACGRC0001_0,U.S. COAST GUARD,3098817.0,2023-09-15,2024-09-14 12:00:00,Department of Homeland Security,U.S. Coast Guard,,LEMPUGH INC,MARYLAND,DISTRICT OF COLUMBIA,BPA CALL,MARKETING AND ARTIFICIAL INTELLIGENCE SERVICES,MARKETING AND ARTIFICIAL INTELLIGENCE SERVICES,SUPPORT- MANAGEMENT: ADVERTISING,ADVERTISING AGENCIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,,Y,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
7022_-NONE-_70FA3122A00000002_P00002_-NONE-_-NONE-,,,2022-09-30,,Department of Homeland Security,Federal Emergency Management Agency,,FORWARD EDGE AI INC,TEXAS,,,SMALL BUSINESS RESEARCH INNOVATION (SBIR) ROBOTICS PROCESS AUTOMATION (RPA) ARTIFICIAL INTELLIGENCE BLANKET PURCHASE AGREEMENT (BPA),SMALL BUSINESS RESEARCH INNOVATION (SBIR) ROBOTICS PROCESS AUTOMATION (RPA) ARTIFICIAL INTELLIGENCE BLANKET PURCHASE AGREEMENT (BPA),GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,COMPUTER SYSTEMS DESIGN SERVICES,,,,,,,,,N,NO,YES,NOT APPLICABLE,NOT APPLICABLE,f,t,t,f,f,CORPORATE NOT TAX EXEMPT
7022_-NONE-_70FA3122A00000002_P00001_-NONE-_-NONE-,,,2022-09-30,,Department of Homeland Security,Federal Emergency Management Agency,,FORWARD EDGE AI INC,TEXAS,,,SMALL BUSINESS RESEARCH INNOVATION (SBIR) ROBOTICS PROCESS AUTOMATION (RPA) ARTIFICIAL INTELLIGENCE BLANKET PURCHASE AGREEMENT (BPA),SMALL BUSINESS RESEARCH INNOVATION (SBIR) ROBOTICS PROCESS AUTOMATION (RPA) ARTIFICIAL INTELLIGENCE BLANKET PURCHASE AGREEMENT (BPA),GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,COMPUTER SYSTEMS DESIGN SERVICES,,,,,,,,,N,NO,YES,NOT APPLICABLE,NOT APPLICABLE,f,t,t,f,f,CORPORATE NOT TAX EXEMPT
7014_8000_70B04C23F00001192_0_NNG15SD12B_0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,400000.0,2023-09-22,2024-03-21 00:00:00,Department of Homeland Security,U.S. Customs and Border Protection,31.0: Equipment,"CTG FEDERAL, LLC",VIRGINIA,VIRGINIA,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE CENTER OF INNOVATION SUPPORT SERVICES,ARTIFICIAL INTELLIGENCE CENTER OF INNOVATION SUPPORT SERVICES,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7008_7008_70Z02323FCGRC0003_0_70Z02323ACGRC0001_0,U.S. COAST GUARD,3098817.0,2023-09-15,2024-09-14 12:00:00,Department of Homeland Security,U.S. Coast Guard,,LEMPUGH INC,MARYLAND,DISTRICT OF COLUMBIA,BPA CALL,MARKETING AND ARTIFICIAL INTELLIGENCE SERVICES,MARKETING AND ARTIFICIAL INTELLIGENCE SERVICES,SUPPORT- MANAGEMENT: ADVERTISING,ADVERTISING AGENCIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,,Y,NOT APPLICABLE,YES,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RTAC23FC0000055_0_70RTAC20A00000003_0,OFFICE OF PROCUREMENT OPERATIONS,200000.0,2023-09-08,2024-09-07 00:00:00,Department of Homeland Security,Office of the Chief Information Officer,25.1: Advisory and assistance services,"CACI NSS, LLC",VIRGINIA,VIRGINIA,BPA CALL,ARTIFICIAL INTELLIGENCE (AI) SUBJECT MATTER EXPERT (SME) SUPPORT SERVICES,ARTIFICIAL INTELLIGENCE (AI) SUBJECT MATTER EXPERT (SME) SUPPORT SERVICES,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RSAT23FR0000088_0_70RSAT19D00000003_0,OFFICE OF PROCUREMENT OPERATIONS,1348957.8,2023-09-01,2026-06-02 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.1: Advisory and assistance services,"NOBLIS, INC.",VIRGINIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,SETA SUPPORT FOR SCREENING AT SPEED ARTIFICIAL INTELLIGENCE/MACHINE LEARNING EFFORTS,SETA SUPPORT FOR SCREENING AT SPEED ARTIFICIAL INTELLIGENCE/MACHINE LEARNING EFFORTS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7012_4730_70CMSD19FR0000138_P00006_GS35F0364V_0,FEDERAL ACQUISITION SERVICE,245696.25,2019-09-24,2024-09-28 00:00:00,Department of Homeland Security,U.S. Immigration and Customs Enforcement,25.7: Operation and maintenance of equipment;31.0: Equipment,"SYSTRAN SOFTWARE, INC.",CALIFORNIA,VIRGINIA,DELIVERY ORDER,MACHINE LEARNING TRANSLATION SYSTEM ADD LANGUAGE OPTION 4,MACHINE LEARNING TRANSLATION SYSTEM,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER AND SOFTWARE STORES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,COMMERCIALLY AVAILABLE OFF-THE-SHELF (COTS) ITEM,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RTAC23FR0000086_0_70RSAT22D00000001_0,OFFICE OF PROCUREMENT OPERATIONS,500000.0,2023-08-03,2024-08-02 00:00:00,Department of Homeland Security,Office of the Chief Information Officer,25.1: Advisory and assistance services,THE RAND CORPORATION,CALIFORNIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,THE PURPOSE OF THIS TASK ORDER IS FOR DHS ARTIFICIAL INTELLIGENCE POLICY IMPLICATION REVIEW,THE PURPOSE OF THIS TASK ORDER IS FOR DHS ARTIFICIAL INTELLIGENCE POLICY IMPLICATION REVIEW,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,"MOBILIZATION, ESSENTIAL R&D (FAR 6.302-3)",,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7012_4730_70CMSD19FR0000138_P00005_GS35F0364V_0,FEDERAL ACQUISITION SERVICE,214362.67,2019-09-24,2024-09-28 00:00:00,Department of Homeland Security,U.S. Immigration and Customs Enforcement,25.7: Operation and maintenance of equipment;31.0: Equipment,"SYSTRAN SOFTWARE, INC.",CALIFORNIA,VIRGINIA,DELIVERY ORDER,MACHINE LEARNING TRANSLATION SYSTEM ADD LANGUAGE,MACHINE LEARNING TRANSLATION SYSTEM,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER AND SOFTWARE STORES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,COMMERCIALLY AVAILABLE OFF-THE-SHELF (COTS) ITEM,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT23C00000020_0_-NONE-_0,,149972.43,2023-05-09,2023-05-09 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,9 CORNER SOLUTIONS LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,THE PURPOSE OF SBIR PHASE I CONTRACT 70RSAT23C00000020 IS TO PROVIDE FUNDING FOR RUNTIME LIGHTWEIGHT HARDWARE-ASSISTED MACHINE LEARNING-BASED CYBER ATTACK DETECTION,THE PURPOSE OF SBIR PHASE I CONTRACT 70RSAT23C00000020 IS TO PROVIDE FUNDING FOR RUNTIME LIGHTWEIGHT HARDWARE-ASSISTED MACHINE LEARNING-BASED CYBER ATTACK DETECTION,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,110.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,SOLE PROPRIETORSHIP
7001_-NONE-_70RSAT23C00000040_0_-NONE-_0,,149934.0,2023-05-09,2023-10-08 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,"ASSURED INFORMATION SECURITY, INC.",NEW YORK,NEW YORK,DEFINITIVE CONTRACT,DHS231-SBIR 23.1 PHASE I TOPIC 4: MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS ASSURED INFORMATION SECURITY.,DHS231-SBIR 23.1 PHASE I TOPIC 4: MACHINE LEARNING BASED INTEGRATION OF ALARM RESOLUTION SENSORS ASSURED INFORMATION SECURITY.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT23C00000037_0_-NONE-_0,,150000.0,2023-05-09,2023-10-08 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,ANC GROUP LLC,VIRGINIA,VIRGINIA,DEFINITIVE CONTRACT,"DHS231-004 PI MACHINE LEARNING, ANC GROUP LLC","DHS231-004 PI MACHINE LEARNING, ANC GROUP LLC",GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D FACILITIES & MAJ EQUIP,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,6.0,N,NO,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
7001_-NONE-_70RSAT23C00000014_0_-NONE-_0,,999978.79,2023-04-06,2025-04-05 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,CAELUM RESEARCH CORPORATION,MARYLAND,MARYLAND,DEFINITIVE CONTRACT,CAELUM RESEARCH: DHS SBIR 22.1 PHASE II: DEVELOP MACHINE LEARNING TOOLS FOR MOLECULAR RECOGNITION THAT CAN ULTIMATELY BE APPLIED TO A PORTABLE DETECTOR MODULE.,CAELUM RESEARCH: DHS SBIR 22.1 PHASE II: DEVELOP MACHINE LEARNING TOOLS FOR MOLECULAR RECOGNITION THAT CAN ULTIMATELY BE APPLIED TO A PORTABLE DETECTOR MODULE.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,t,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RDAD23FR0000022_0_HSHQDC12D00014_0,OFFICE OF PROCUREMENT OPERATIONS,111218.75,2023-03-31,2024-12-30 00:00:00,Department of Homeland Security,Office of the Chief Security Officer,25.1: Advisory and assistance services,"ANACAPA MICRO PRODUCTS, INC.",CALIFORNIA,CALIFORNIA,DELIVERY ORDER,EXIGER DUE-DILIGENCE ARTIFICIAL INTELLIGENCE WEB-BASED ANALYTIC TOOL SUBSCRIPTION,EXIGER DUE-DILIGENCE ARTIFICIAL INTELLIGENCE WEB-BASED ANALYTIC TOOL SUBSCRIPTION,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,3.0,N,NOT APPLICABLE,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_-NONE-_70RSAT21C00000015_P00003_-NONE-_0,,1249863.96,2021-04-01,2024-03-31 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,PHYSICAL SCIENCES INC.,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,SBIR CRPP- MACHINE LEARNING MODULE,SBIR FY20 PHASE 2 AWARD PHYSICAL SCIENCES INC,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7001_7001_70RSAT22FR0000123_P00001_70RSAT18D00000003_0,OFFICE OF PROCUREMENT OPERATIONS,275802.19,2022-09-06,2023-09-05 00:00:00,Department of Homeland Security,Office of the Under Secretary for Science and Technology,25.5: Research and development contracts,BATTELLE MEMORIAL INSTITUTE,OHIO,OHIO,DELIVERY ORDER,MACHINE LEARNING ALGORITHM TEST AND EVALUATION REQUIREMENT,NEW TASK ORDER FOR MACHINE LEARNING ALGORITHM TEST AND EVALUATION REQUIREMENT.,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7008_-NONE-_70Z02320CACR00900_P00001_-NONE-_0,,250000.0,2020-09-30,2021-09-29 00:00:00,Department of Homeland Security,U.S. Coast Guard,25.2: Other services from non-Federal sources,"UNITED SOLUTIONS, LLC",MARYLAND,DISTRICT OF COLUMBIA,DEFINITIVE CONTRACT,"THIS IS A FIRM, FIXED-PRICE CONTRACT FOR USCG ARTIFICIAL INTELLIGENCE SUPPORT SERVICES. CONTRACT CLOSEOUT","THIS IS A FIRM, FIXED-PRICE CONTRACT FOR USCG ARTIFICIAL INTELLIGENCE SUPPORT SERVICES.",IT AND TELECOM- SYSTEMS DEVELOPMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
