contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
7529_7529_75N92023F00063_P00001_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,231876.06,2023-08-30,2024-08-29 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,23-012527 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE ENGINEER IN ORDER TO OBTAIN RESEARCH INTO AND KNOWLEDGE OF THE NOVEL PROGRESS IN THE FIELD OF IMAGING AI.,23-012527 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE ENGINEER IN ORDER TO OBTAIN RESEARCH INTO AND KNOWLEDGE OF THE NOVEL PROGRESS IN THE FIELD OF IMAGING AI.,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00062_P00006_-NONE-_0,,336128.0,2021-09-24,2024-01-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AIDAR HEALTH, INC.",MARYLAND,MARYLAND,DEFINITIVE CONTRACT,EO14042 AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CON,AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CONTRACT; T,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,50.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00043_P00007_-NONE-_0,,749000.0,2021-04-30,2024-07-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AGILEMD, INC",CALIFORNIA,CALIFORNIA,DEFINITIVE CONTRACT,"EO14042 AGILEMD - THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITI","THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITIAL PARTNER HOSPITA",IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,20.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_7529_75N92023F00039_P00002_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,244905.86,2023-06-01,2024-05-31 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],NIH NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE SCIENTIST IN ORDER TO CONDUCT CUTTING-EDGE AI RESEARCH AND DEVELOPMENT IN THE FIELD OF IMAGING AND BIOMEDICINE.[23-010092],SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,ONLY ONE SOURCE - OTHER,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7505_-NONE-_75A50121C00062_P00005_-NONE-_0,,529878.0,2021-09-24,2023-12-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AIDAR HEALTH, INC.",MARYLAND,MARYLAND,DEFINITIVE CONTRACT,EO14042 AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CON,AIDAR HEALTH - AIDI:  A MULTISENSOR-BASED MACHINE LEARNING TECHNOLOGY FOR REAL-TIME AUTOMATED DETECTION OF COVID-19 DECOMPENSATION WILL PROGRESS IN WORK SEGMENTS WITH KEY DELIVERABLES BEING DUE DURING THE BASE PERIOD OF PERFORMANCE OF THE CONTRACT; T,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,ENVIRONMENTALLY PREFERABLE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,50.0,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N93024P00021_0_-NONE-_0,,20645.0,2023-11-24,2024-11-23 00:00:00,Department of Health and Human Services,National Institutes of Health,25.7: Operation and maintenance of equipment,"TRANSNETYX, INC",TENNESSEE,TENNESSEE,PURCHASE ORDER,ARTIFICIAL MOUSE INTELLIGENCE SOFTWARE RENEWAL,ARTIFICIAL MOUSE INTELLIGENCE SOFTWARE RENEWAL,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE PUBLISHERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7530_7530_75FCMC23F0001_0_75FCMC22A0018_0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,3418273.32,2023-09-28,2027-09-27 00:00:00,Department of Health and Human Services,Centers for Medicare and Medicaid Services,25.2: Other services from non-Federal sources,INDEX ANALYTICS LLC,MARYLAND,MARYLAND,BPA CALL,ARTIFICIAL INTELLIGENCE THROUGH MACHINE LEARNED MODELING (AIMM),ARTIFICIAL INTELLIGENCE THROUGH MACHINE LEARNED MODELING (AIMM),IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,COMPETITIVE SET ASIDE,,,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
7524_7524_75F40123F19020_0_75F40121A00023_0,FOOD AND DRUG ADMINISTRATION,735165.5,2023-09-22,2024-09-24 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,"PRECISE SOFTWARE SOLUTIONS, INC.",MARYLAND,MARYLAND,BPA CALL,STRATEGY FOR CONVERSATIONAL ARTIFICIAL INTELLIGENCE (AI) TO IMPROVE THE CUSTOMER EXPERIENCE,STRATEGY FOR CONVERSATIONAL ARTIFICIAL INTELLIGENCE (AI) TO IMPROVE THE CUSTOMER EXPERIENCE,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,,N,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40123C00133_0_-NONE-_0,,441597.0,2023-09-13,2026-09-28 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,COLLABORATIVE COMMUNITY ON OPHTHALMIC IMAGING FOUNDATION,VIRGINIA,MARYLAND,DEFINITIVE CONTRACT,"BAA FY23C2FWP1: ENHANCING VISUAL HEALTH EQUITY VIA NOVEL, REAL-WORLD UNDERSERVED POPULATION HEALTH DATA SETS UTILIZING OPHTHALMIC IMAGING & ARTIFICIAL INTELLIGENCE","BAA FY23C2FWP1: ENHANCING VISUAL HEALTH EQUITY VIA NOVEL, REAL-WORLD UNDERSERVED POPULATION HEALTH DATA SETS UTILIZING OPHTHALMIC IMAGING & ARTIFICIAL INTELLIGENCE","EDUCATION, TRAINING, EMPLOYMENT, & SOCIAL SVCS R&D SVCS; EDUCATION SVCS R&D; APPLIED RESEARCH",PROFESSIONAL ORGANIZATIONS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,OTHER
7529_-NONE-_75N91023C00045_0_-NONE-_0,,3480980.0,2023-09-18,2025-09-17 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,BELLETORUS CORPORATION,MASSACHUSETTS,MASSACHUSETTS,DEFINITIVE CONTRACT,"ARPA-H O1 SBIR PHASE II - NOVEL TELEHEALTH INSTRUMENTS FOR ASSESSING PEDIATRIC WELL-BEING.   PROJECT TITLE: DIGITAL ASSESSMENT OF CHILDREN'S CONDITIONS USING ARTIFICIAL INTELLIGENCE (""DACCS AI"")","ARPA-H O1 SBIR PHASE II - NOVEL TELEHEALTH INSTRUMENTS FOR ASSESSING PEDIATRIC WELL-BEING.   PROJECT TITLE: DIGITAL ASSESSMENT OF CHILDREN'S CONDITIONS USING ARTIFICIAL INTELLIGENCE (""DACCS AI"")",HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,7.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40123P00368_0_-NONE-_0,,23120.0,2023-09-13,2028-09-17 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,"TRANSNETYX, INC",TENNESSEE,TENNESSEE,PURCHASE ORDER,AUTOMATED BREEDING OPTIMIZATION APPLICATION - ARTIFICIAL MOUSE INTELLIGENCE (AMI),AUTOMATED BREEDING OPTIMIZATION APPLICATION - ARTIFICIAL MOUSE INTELLIGENCE (AMI),IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),TESTING LABORATORIES AND SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7570_7530_75P00123F80159_0_75FCMC18D0047_0,CENTERS FOR MEDICARE AND MEDICAID SERVICES,744502.0,2023-09-01,2024-02-29 00:00:00,Department of Health and Human Services,Office of the Assistant Secretary for Administration,25.2: Other services from non-Federal sources,THE MITRE CORPORATION,VIRGINIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,ARTIFICIAL INTELLIGENCE (AI) STRATEGY,ARTIFICIAL INTELLIGENCE (AI) STRATEGY,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7505_-NONE-_75A50122C00063_P00002_-NONE-_0,,704292.86,2022-09-30,2023-10-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"LOGICAL IMAGES, INC.",NEW YORK,NEW YORK,DEFINITIVE CONTRACT,VISUALDX-THE R&D EFFORT FOR A MACHINE LEARNING SOLUTION TO MONKEYPOX SYMPTOM IDENTIFICATION,VISUALDX-THE R&D EFFORT FOR A MACHINE LEARNING SOLUTION TO MONKEYPOX SYMPTOM IDENTIFICATION,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40123P00362_0_-NONE-_0,,25000.0,2023-09-01,2024-09-10 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.7: Operation and maintenance of equipment,"URSA ANALYTICS, INC.",COLORADO,COLORADO,PURCHASE ORDER,APPLICATION OF ARTIFICIAL INTELLIGENCE AND COMPUTATIONAL STATISTICS FOR BIOSIMILAR PRODUCT QUALITY CHARACTERIZATION,APPLICATION OF ARTIFICIAL INTELLIGENCE AND COMPUTATIONAL STATISTICS FOR BIOSIMILAR PRODUCT QUALITY CHARACTERIZATION,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40122C00121_P00001_-NONE-_0,,324900.0,2022-09-27,2024-09-29 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.5: Research and development contracts,DREXEL UNIVERSITY,PENNSYLVANIA,PENNSYLVANIA,DEFINITIVE CONTRACT,BAA PMQWP 353 - MACHINE-LEARNING BASED HETEROGENEOUS TREATMENT EFFECT MODELS FOR PRIORITIZING PRODUCT-SPECIFIC GUIDANCE DEVELOPMENT,BAA PMQWP 353 - MACHINE-LEARNING BASED HETEROGENEOUS TREATMENT EFFECT MODELS FOR PRIORITIZING PRODUCT-SPECIFIC GUIDANCE DEVELOPMENT,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,165.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7529_7529_75N98023F00018_0_75N98018D00029_0,NATIONAL INSTITUTES OF HEALTH,400000.0,2023-09-05,2025-09-04 00:00:00,Department of Health and Human Services,National Institutes of Health,25.1: Advisory and assistance services,NATIONAL ACADEMY OF SCIENCES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,CODE OF CONDUCT FOR ARTIFICIAL INTELLIGENCE IN HEALTHCARE AND BIOMEDICAL RESEARCH,CODE OF CONDUCT FOR ARTIFICIAL INTELLIGENCE IN HEALTHCARE AND BIOMEDICAL RESEARCH,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7505_-NONE-_75A50122C00063_P00001_-NONE-_0,,704292.86,2022-09-30,2023-07-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"LOGICAL IMAGES, INC.",NEW YORK,NEW YORK,DEFINITIVE CONTRACT,VISUALDX-THE R&D EFFORT FOR A MACHINE LEARNING SOLUTION TO MONKEYPOX SYMPTOM IDENTIFICATION,VISUALDX-THE R&D EFFORT FOR A MACHINE LEARNING SOLUTION TO MONKEYPOX SYMPTOM IDENTIFICATION,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00031_0_-NONE-_0,,2049554.0,2023-09-01,2025-08-31 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"SENTIMETRIX, INC.",MARYLAND,MARYLAND,DEFINITIVE CONTRACT,TOPIC 425: POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML) PHASE II,TOPIC 425: POSTURE ANALYSIS THROUGH MACHINE LEARNING (PATHML) PHASE II,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00023_0_-NONE-_0,,455000.0,2023-08-15,2024-08-14 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,CARINA MEDICAL LLC,KENTUCKY,KENTUCKY,DEFINITIVE CONTRACT,TOPIC 454 - SOFTWARE TO EVALUATE ARTIFICIAL INTELLIGENCE/MACHINE LEARNING MEDICAL DEVICES IN ONCOLOGY SETTINGS,TOPIC 454 - SOFTWARE TO EVALUATE ARTIFICIAL INTELLIGENCE/MACHINE LEARNING MEDICAL DEVICES IN ONCOLOGY SETTINGS,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
7529_-NONE-_75N91023C00021_0_-NONE-_0,,377530.0,2023-08-15,2024-08-14 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,GRADIENT HEALTH INC,NORTH CAROLINA,NORTH CAROLINA,DEFINITIVE CONTRACT,TOPIC 454 - SOFTWARE TO EVALUATE ARTIFICIAL INTELLIGENCE/MACHINE LEARNING MEDICAL DEVICES IN ONCOLOGY SETTINGS,TOPIC 454 - SOFTWARE TO EVALUATE ARTIFICIAL INTELLIGENCE/MACHINE LEARNING MEDICAL DEVICES IN ONCOLOGY SETTINGS,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40123P00205_0_-NONE-_0,,210000.0,2023-08-04,2024-08-09 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.2: Other services from non-Federal sources,DIGIM SOLUTION LLC,MASSACHUSETTS,MARYLAND,PURCHASE ORDER,ADVANCE PRODUCT CHARACTERIZATION AND ARTIFICIAL INTELLIGENCE ANALYSIS.,ADVANCE PRODUCT CHARACTERIZATION AND ARTIFICIAL INTELLIGENCE ANALYSIS.,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
7529_7529_75N98018F00031_P00001_75N98018D00029_0,NATIONAL INSTITUTES OF HEALTH,133156.33,2018-09-27,2020-03-04 00:00:00,Department of Health and Human Services,National Institutes of Health,25.5: Research and development contracts,NATIONAL ACADEMY OF SCIENCES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,WORKSHOP ON SOCIAL SCIENCE MODELING FOR BIG DATA IN THE WORLD OF MACHINE LEARNING,IFG::OT::IFG WORKSHOP ON SOCIAL SCIENCE MODELING FOR BIG DATA IN THE WORLD OF MACHINE LEARNING,SUPPORT- MANAGEMENT: OTHER,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7524_-NONE-_75F40121P00385_P00005_-NONE-_0,,93000.0,2021-08-10,2026-08-09 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources,HK3 LAB S.R.L.,TRENTO,ARKANSAS,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE TECHNICAL EXPERT,ARTIFICIAL INTELLIGENCE TECHNICAL EXPERT,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
